lineid,linename,fullnames
1,轨道交通1号线,"{轨道交通1号线(木渎-钟南街),轨道交通1号线(钟南街-木渎)}"
2,轨道交通2号线,"{轨道交通2号线(桑田岛-骑河),轨道交通2号线(骑河-桑田岛)}"
3,轨道交通3号线,"{轨道交通3号线(苏州新区火车站-唯亭),轨道交通3号线(唯亭-苏州新区火车站)}"
4,轨道交通4号线,"{轨道交通4号线(红庄-木里),轨道交通4号线(木里-红庄),轨道交通4号线(龙道浜-同里),轨道交通4号线(同里-龙道浜)}"
5,轨道交通5号线,"{轨道交通5号线(太湖香山-阳澄湖南),轨道交通5号线(阳澄湖南-太湖香山)}"
